Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
[ËÎ½ð]Ëª¾§Ö®·çÀ×»¤ÐÄ·û	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	N/A	0	999	10	0																						36	120	39	9									731	79	419	322	723	694	81	22	6	836	837					
[ËÎ½ð]Ëª¾§Ö®²½î¸Ì¤¶·Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	N/A	1	999	10	0	30	140	140	31																		36	120	39	9									694	587	702	622	723	640	81	22	7	838	836					
[ËÎ½ð]Ëª¾§Ö®Ðþµä´¿Ñô¹Ú	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	N/A	2	999	10	0	30	315	315	31																		36	120	39	9									694	637	702	439	723	419	81	22	8	738	837					
[ËÎ½ð]Ëª¾§Ö®¾ÅÏö×ðµÀÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	N/A	0	999	8	0	30	630	630	31																		36	120	39	9									694	695	423	637	723	746	81	22	9	130	836					
[ËÎ½ð]Ëª¾§Ö®ÇýÐ°ÕòÉ·½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	N/A	4	999	10	0																						36	120	39	9									694	130	702	753	746		81	22	10	131	837					
[ËÎ½ð]À×ñ·Ö®±±Ç¬Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	N/A	0	999	10	0	30	140	140	31																		36	120	39	9									694	587	702	637	722	636	82	23	6	836	837					
[ËÎ½ð]À×ñ·Ö®ÆßÐÇ½£	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	N/A	4	999	10	0	28	46	46	29	86	86	167	0	0	31												36	120	39	9									694	597	702	423	634	168	82	23	7	838	836					
[ËÎ½ð]À×ñ·Ö®ÓñÊàÅÛ	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	N/A	3	999	8	0	30	630	630	31																		36	120	39	9									694	695	720	637	598		82	23	8	738	837					
[ËÎ½ð]À×ñ·Ö®ÐÇ³½Åå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	N/A	2	999	10	0																						36	120	39	9									673	713	674	534	550		82	23	9	130	836					
[ËÎ½ð]À×ñ·Ö®±ÌÂä½ä	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	N/A	1	999	10	0																						36	120	39	9									694	130	702	753	746		82	23	10	131	837					
ÃÎÔ²ÊÖÁ´£¨²âÊÔ°æ£©	0	0	0	\spr\item\obj_yingchundai.spr	37	1	1	N/A	5	999	10	0																						36	120																		24	1	131	837					
ÃÎÔ²Ö®Ó¡£¨²âÊÔ°æ£©	0	0	0	\spr\item\tianziyuxi.spr	37	1	1	N/A	5	999	10	0																						36	120																		25	1	131	837					
ÃÎÔ²Åû·ç£¨²âÊÔ°æ£©	0	0	0	\spr\item\obj_item_mantle.spr	37	1	1	N/A	5	999	10	0																						36	120																		26	1	131	837					
[§Þnh thêi] Méng Long ChÝnh Hoµng T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	N/A	1	999	10	0	30	360	360	31																		36	90	39	0									2	171	46	311	6	155	1	1	1							
[§Þnh thêi] Méng Long Kim Ty ChÝnh Hång Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	N/A	2	999	10	0	30	720	720	31																		36	99	39	0									2	40	170	307	6	324	1	1	2							
[§Þnh thêi] HuyÒn ThiÕt Ph¸t §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	N/A	0	999	10	0	30	160	160	31																		36	95	39	0									418	309	172	311	416	417	1	1	3							
[§Þnh thêi] PhËt Ph¸p HuyÒn Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	N/A	4	999	10	0																						36	80	39	0									129	130					1	1	4							
[TrÊn Bang Chi B¶o] Méng Long Tö Kim B¸t Nh· Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	999	10	0	31																					36	120	39	0									759	307	718	309	173	174	1	1	5							
[§Þnh thêi] Phôc Ma Tö Kim C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	N/A	0	999	10	0	28	69	69	29	128	128	167	-10	-10	31												36	99	39	0									48	43	52	71	113	155	2	2	1							
[TrÊn Bang Chi B¶o] Phôc Ma V« L­îng Kim Cang UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	30	135	135	31																		36	120	39	0									2	307	762	423	175	323	2	2	2							
[§Þnh thêi] Phôc Ma ¤ Kim NhuyÔn Thao	0	6	0	\spr\item\equip\sash\obj-sash07.spr	33	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	0									418	309	177	311	416	417	2	2	3							
[§Þnh thêi] Phôc Ma PhËt T©m NhuyÔn KhÊu	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	N/A	1	999	10	0																						36	80	39	0									129	130					2	2	4							
[§Þnh thêi] Phôc Ma Phæ §é T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	N/A	2	999	10	0	30	160	160	31																		36	95	39	0									2	325	320	88	6	437	2	2	5							
[§Þnh thêi] Tø Kh«ng Gi¸ng Ma Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	N/A	0	999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	0									2	43	48	71	113	155	3	3	1							
[TrÊn Bang Chi B¶o] Tø Kh«ng §¹t Ma T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	160	160	31																		36	120	39	0									2	320	718	307	178	756	3	3	2							
[§Þnh thêi] Tø Kh«ng Hé Ph¸p Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash08.spr	33	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	0									2	309	177	311	416	425	3	3	3							
[§Þnh thêi] Tø Kh«ng NhuyÔn B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	N/A	1	999	10	0	30	135	135	31																		36	95	39	0									2	417	326	311	6	179	3	3	4							
[§Þnh thêi] Tø Kh«ng Giíi LuËt Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	N/A	2	999	10	0																						36	80	39	0									129	130					3	3	5							
[§Þnh thêi] H·m Thiªn Kim Hoµn §¹i Nh·n ThÇn Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	N/A	2	999	10	0	28	55	55	29	165	165	167	-30	-30	31												36	99	39	1									135	50	46	69	110	73	4	4	1							
[§Þnh thêi] H·m Thiªn Vâ ThÇn T­¬ng Kim Gi¸p	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	N/A	0	999	10	0	30	720	720	31																		36	120	39	1									2	40	318	757	311	180	4	4	2							
[§Þnh thêi] H·m Thiªn Uy Vò Thóc Yªu Hoµn	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	N/A	4	999	10	0	30	160	160	31																		36	95	39	1									2	309	191	311	416	156	4	4	3							
[§Þnh thêi] H·m Thiªn Hæ §Çu KhÈn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	N/A	3	999	10	0	30	135	135	31																		36	80	39	1									129	130					4	4	4							
[§Þnh thêi] H·m Thiªn Thõa Long ChiÕn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	N/A	1	999	10	0	30	160	160	31																		36	85	39	1									2	320	192	419	319	190	4	4	5							
[§Þnh thêi] Tôc NghiÖp B«n L«i Toµn Long Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	N/A	2	999	10	0	28	18	18	29	158	158	167	30	30	31												36	99	39	1									57	51	46	69	110	73	5	5	1							
[§Þnh thêi] Tôc NghiÖp HuyÒn Vâ Hoµng Kim Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	N/A	0	999	10	0	30	720	720	31																		36	95	39	1									2	40	185	79			5	5	2							
[§Þnh thêi] Tôc NghiÖp B¹ch Hæ V« Song KhÊu	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	N/A	4	999	10	0	30	160	160	31																		36	90	39	1									2	309	188	311	416	156	5	5	3							
[§Þnh thêi] Tôc NghiÖp Háa V©n Kú L©n Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	N/A	3	999	10	0	30	135	135	31																		36	80	39	1									129	130					5	5	4							
[§Þnh thêi] Tôc NghiÖp Chu T­íc L¨ng V©n Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	N/A	1	999	10	0	30	160	160	31																		36	120	39	1									2	320	763	758	88	186	5	5	5							
[§Þnh thêi] Ngù Long L­îng Ng©n B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	N/A	2	999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	1									57	52	46	69	110	73	6	6	1							
[§Þnh thêi] Ngù Long ChiÕn ThÇn Qua Trôy	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	N/A	0	999	10	0																						36	90	39	1									2	438	79	107	280		6	6	2							
[§Þnh thêi] Ngù Long Long Thiªn M«n Thóc Yªu Hoµn	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	N/A	4	999	10	0	30	160	160	31																		36	85	39	1									2	309	182	311	416	156	6	6	3							
[TrÊn Bang Chi B¶o] Ngù Long TÊn Phong Ph¸t C¬	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	360	360	31																		36	120	39	1									2	311	319	327	423	181	6	6	4							
[§Þnh thêi] Ngù Long TuyÖt MÖnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	N/A	1	999	10	0																						36	80	39	1									129	130					6	6	5							
[§Þnh thêi] V« Gian û Thiªn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	N/A	0	999	10	0	28	46	46	29	86	86	167	0	0	31												36	99	39	4									2	43	48	71	113	157	7	7	1							
[TrÊn Bang Chi B¶o] V« Gian Thanh Phong NhuyÔn KÞch	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	140	140	31																		36	120	39	4									719	320	718	313	194	193	7	7	2							
[§Þnh thêi] V« Gian PhÊt V©n Ty §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	4									418	309	196	307	6	425	7	7	3							
[§Þnh thêi] V« Gian CÇm VËn Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	N/A	1	999	10	0	30	135	135	31																		36	95	39	4									2	329	439	307	6	328	7	7	4							
[§Þnh thêi] V« Gian B¹ch Ngäc Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	N/A	2	999	10	0																						36	80	39	4									129	130					7	7	5							
[§Þnh thêi] V« Ma Ma Ni Qu¸n	0	7	7	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	N/A	2	999	10	0	30	315	315	31																		36	85	39	4									2	307	420	309	6	427	8	8	1							
[TrÊn Bang Chi B¶o] V« Ma Thu Thñy L­u Quang §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	999	10	0	30	140	140	31																		36	120	39	4									2	312	718	309	195	427	8	8	2							
[§Þnh thêi] V« Ma B¨ng Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	N/A	4	999	10	0	31																					36	80	39	4									129	130					8	8	3							
[§Þnh thêi] V« Ma TÈy T­îng Ngäc KhÊu	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	N/A	1	999	10	0	31																					36	95	39	4									1	304	57	146	198	200	8	8	4							
[§Þnh thêi] V« Ma Hång Tri NhuyÔn Th¸p Hµi	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	N/A	1	999	10	0	30	140	140	31																		36	99	39	4									2	320	199	88	8	330	8	8	5							
[§Þnh thêi] V« TrÇn Ngäc N÷ Tè T©m Qu¸n	0	7	7	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	N/A	3	999	10	0	30	315	315	31																		36	90	39	4									418	309	197	312	421	420	9									
[§Þnh thêi] V« TrÇn Thanh T©m H­íng ThiÖn Ch©u	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	N/A	1	999	10	0																						36	99	39	4									2	88	331	95	8	107	9									
[§Þnh thêi] V« TrÇn Tõ Bi Ngäc Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	N/A	2	999	10	0																						36	80	39	4									129	130					9									
[TrÊn Bang Chi B¶o] V« TrÇn TÞnh ¶nh L­u T«	0	9	0	\spr\item\equip\waist\obj-waist09.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	31																					36	120	39	4									2	88	718	420	158	201	9									
[§Þnh thêi] V« TrÇn PhËt Quang ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	N/A	1	999	10	0	31																					36	85	39	4									2	419	6	203	417	115	9									
[§Þnh thêi] Thª Hoµng Phông Nghi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	N/A	0	999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	5									2	43	48	71	113	159	10	9	1							
[TrÊn Bang Chi B¶o] Tª Hoµng HuÖ T©m Tr­êng Sinh KhÊu	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	31																					36	120	39	5									759	88	39	423	205	207	10	9	2							
[§Þnh thêi] Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	5									2	309	206	307	6	773	10	9	3							
[§Þnh thêi] Thª Hoµng B¨ng Tuy CÈm UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	N/A	1	999	10	0	30	135	135	31																		36	95	39	5									2	333	439	307	6	204	10	9	4							
[§Þnh thêi] Thª Hoµng Thóy Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	N/A	2	999	10	0																						36	80	39	5									129	130					10	9	5							
[§Þnh thêi] BÝch H¶i Uyªn ¦¬ng Liªn Hoµn §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	N/A	2	999	10	0	28	62	62	29	92	92	167	20	20	31												36	99	39	5									4	304	209	148	8	159	11	10	1							
[TrÊn Bang Chi B¶o] BÝch H¶i Hoµn Ch©u Tuyªn Thanh C©n	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	315	315	31																		36	120	39	5									719	88	718	420	291	211	11	10	2							
[§Þnh thêi] BÝch H¶i Hång Linh Kim Ty §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	N/A	4	999	10	0	30	140	140	31																		36	90	39	5									2	309	210	419	421	422	11	10	3							
[§Þnh thêi] BÝch H¶i Hång Linh Ba	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	N/A	0	999	10	0	31																					36	85	39	5									1	296	8	39	78	282	11	10	4							
[§Þnh thêi] BÝch H¶i Tiªm TÕ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	N/A	1	999	10	0																						36	80	39	5									129	130					11	10	5							
[§Þnh thêi] U Lung Kim Xµ Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	N/A	1	999	10	0	30	315	315	31																		36	99	39	3									2	302	283	143	6	160	12	11	1							
[§Þnh thêi] U Lung XÝch H¹t BÝ Trang	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	N/A	2	999	10	0	30	630	630	31																		36	120	39	3									616	771	306	423	311	334	12	11	2							
[§Þnh thêi] U Lung Thanh Ng« TriÒn Yªu	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	N/A	0	999	10	0	30	140	140	31																		36	80	39	3									2	309	227	307	6	423	12	11	3							
[§Þnh thêi] U Lung Ng©n ThiÒm Hé Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	N/A	4	999	10	0	30	111	111	31																		36	95	39	3									129	130					12	11	4							
[§Þnh thêi] U Long MÆc Thï NhuyÔn L÷	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	N/A	1	999	10	0	30	140	140	31																		36	85	39	3									1	127	60	103	86	229	12	11	5							
[§Þnh thêi] Minh Hoan Tµ S¸t §éc §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	N/A	2	999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	3									46	69	113	73	41	75	13	12	1							
[§Þnh thêi] Vô Ho¸n U Cæ ¸m Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	N/A	0	999	10	0	30	720	720	31																		36	90	39	3									418	336	306	307	6	417	13	12	2							
[§Þnh thêi] Vô Ho¸n §éc H¹t ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	N/A	4	999	10	0																						36	80	39	3									129	130					13	12	3							
[§Þnh thêi] Vô Ho¸n Hñ Cèt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	N/A	3	999	10	0	30	135	135	31																		36	95	39	3									2	309	232	307	335	425	13	12	4							
[TrÊn Bang Chi B¶o] Minh ¶o Song Hoµn Xµ KhÊu	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	999	10	0	30	140	140	31																		36	120	39	3									616	312	718	416	231	230	13	12	5							
[§Þnh thêi] Chó Phäc Ph¸ Gi¸p §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	N/A	4	999	10	0	30	315	315	31																		36	85	39	3									2	337	6	307	233	31	14									
[§Þnh thêi] Chó Phäc DiÖt L«i C¶nh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	N/A	3	999	10	0																						36	99	39	3									2	93	234	95	8	107	14									
[§Þnh thêi] Chó Phäc U Hoan ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	N/A	1	999	10	0																						36	80	39	3									129	130					14									
[§Þnh thêi] Chó Phäc Xuyªn T©m §éc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	N/A	2	999	10	0	30	111	111	31																		36	90	39	3									418	309	161	312	421	423	14									
[TrÊn Bang Chi B¶o] Chó Ph­îc Trïng Cèt Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	999	10	0	31																					36	120	39	3									2	312	718	416	236	235	14									
[§Þnh thêi] B¨ng Hµn §µn ChØ Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	N/A	0	999	10	0	28	44	44	29	100	100	167	-20	-20	31												36	99	39	2									2	44	46	69	113	162	15	13	1							
[§Þnh thêi] B¨ng Hµn HuyÒn y Thóc Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	N/A	4	999	10	0	30	720	720	31																		36	95	39	2									418	338	306	307	6	215	15	13	2							
[§Þnh thêi] B¨ng Hµn T©m TiÔn Yªu KhÊu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	2									418	309	212	307	6	423	15	13	3							
[§Þnh thêi] B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	N/A	1	999	10	0																						36	80	39	2									129	130					15	13	4							
[§Þnh thêi] B¨ng Hµn NguyÖt ¶nh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	N/A	2	999	10	0	30	160	160	31																		36	120	39	2									616	320	762	311	213	214	15	13	5							
[§Þnh thêi] Thiªn Quang Hoa Vò M¹n Thiªn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	N/A	0	999	10	0	28	46	46	29	102	102	167	0	0	31												36	99	39	2									8	43	48	71	113	162	16	14	1							
[§Þnh thêi] Thiªn Ngoa §Þnh T©m Ng­ng ThÇn Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	N/A	4	999	10	0																						36	95	39	2									2	317	212	107	8		16	14	2							
[§Þnh thêi] Thiªn Ngoa S©m La Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	N/A	3	999	10	0	30	111	111	31																		36	90	39	2									2	309	217	307	6	425	16	14	3							
[TrÊn Bang Chi B¶o] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	160	160	31																		36	120	39	2									616	320	762	311	339	216	16	14	4							
[§Þnh thêi] Thiªn Ngoa Thóc Thiªn Phäc §Þa Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	N/A	2	999	10	0																						36	80	39	2									129	130					16	14	5							
[§Þnh thêi] S©m Hoang Phi Tinh §o¹t Hån	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	N/A	0	999	10	0	28	42	42	29	98	98	167	0	0	31												36	99	39	2									4	43	48	71	113	162	17	15	1							
[§Þnh thêi] S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	0	2	6	\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	N/A	4	999	10	0	30	720	720	31																		36	120	39	2									759	306	718	311	218	212	17	15	2							
[§Þnh thêi] S©m Hoang Hån Gi¶o Yªu Thóc	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	N/A	3	999	10	0	30	160	160	31																		36	85	39	2									418	309	219	307	6	423	17	15	3							
[§Þnh thêi] S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	N/A	1	999	10	0																						36	80	39	2									129	130					17	15	4							
[§Þnh thêi] S©m Hoang Tinh V©n Phi L÷	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	N/A	2	999	10	0	30	160	160	31																		36	90	39	2									418	340	320	307	6	214	17	15	5							
[§Þnh thêi] §Þa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	N/A	4	999	10	0	30	315	315	31																		36	85	39	2									418	341	437	307	6	224	18									
[§Þnh thêi] §Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	N/A	3	999	10	0																						36	95	39	2									1	222	221	95	8	107	18									
